,0
0,-11.457012
1,-59.63612
2,-0.057369396
3,-52.002563
4,7.442997
5,-49.51442
6,13.466284
7,-11.86763
8,-5.68277
9,-88.37382
10,-60.586452
11,-56.373272
12,-37.56265
13,-57.50109
14,-79.12122
15,-8.770771
16,-4.5673027
17,2.3015707
18,-41.78799
19,-42.62916
20,-112.1121
21,-11.220966
22,5.317177
23,-77.07044
24,-56.42203
25,3.4361799
26,-4.903324
27,-6.4786263
28,-48.468773
29,-64.39238
30,-46.294186
31,-31.260624
32,-4.7039413
33,-40.28285
34,-27.92062
35,-2.760527
36,-36.47889
37,-11.969463
38,-5.870819
39,-7.0212097
40,-52.84545
41,-53.541023
42,-96.915
43,-9.340328
44,-59.061985
45,-57.11563
46,-66.41352
47,-53.039738
48,-37.343613
49,-1.9967691
50,-53.580902
51,-3.7841685
52,-50.59661
53,-14.332878
54,-42.7838
55,-85.01786
56,-4.259575
57,-12.021122
58,-93.60752
59,-69.20602
60,-46.468708
61,-48.86158
62,4.582115
63,-10.861935
64,16.537184
65,-60.586452
66,-6.6272697
67,-2.1464102
68,-100.63241
69,3.769018
70,-47.403458
71,-75.403206
72,-2.362408
73,-49.66776
74,-46.96562
75,-1.6208154
76,-56.25608
77,-20.113792
78,-69.946884
79,-3.6823618
80,-29.552975
81,-11.868702
82,-16.663136
83,-14.428093
84,-4.386406
85,-4.9188385
86,-14.241255
87,-49.393173
88,-62.65249
89,-4.774441
90,-70.383736
91,-67.12527
92,-50.190556
93,-6.9722366
94,3.1302774
95,0.49375516
96,3.61639
97,-13.661827
98,-14.495476
99,-63.357628
100,-12.367443
101,-4.12521
102,-39.649334
103,-63.86101
104,14.557148
105,2.0330389
106,-88.657814
107,-4.1882496
108,-4.9047737
109,-2.8871691
110,-69.88878
111,-3.5602953
112,-30.958527
113,-4.8557625
114,-4.2776337
115,-3.8295557
116,-60.632565
117,10.001875
118,-19.803993
119,-47.844482
120,-50.60409
121,-69.01171
122,16.87339
123,-14.723713
124,-29.670376
125,10.495291
126,-68.352776
127,-8.125736
128,-115.34602
129,-5.4187355
130,-4.7084694
131,-69.72578
132,-3.1314108
133,-61.706097
134,-65.351814
135,-69.754845
136,-4.8153915
137,-42.549824
138,-36.56923
139,-48.87753
140,-2.3886282
141,-32.8595
142,-3.8218882
143,-4.2034187
144,-46.361885
145,-98.20451
146,-7.0604343
147,-8.204269
148,-5.3894043
149,-10.535606
150,3.2394292
151,-10.999756
152,-15.007172
153,-16.89017
154,-6.114952
155,-3.6176417
156,-53.101883
157,-68.66599
158,-3.2905219
159,-0.37945956
160,-7.4740105
161,-58.584442
162,-24.086632
163,-42.63064
164,-55.46371
165,-50.18838
166,-103.80055
167,-5.7972336
168,-5.4095917
169,-5.595455
170,-2.59845
171,-14.715855
172,-6.6830235
173,-34.87438
174,-9.392651
175,-47.386547
176,-38.574593
177,-3.6148837
178,-64.65549
179,-4.75634
180,-30.658077
181,-77.428116
182,-1.8824617
183,-5.610363
184,-48.277096
185,-45.162296
186,-37.394688
187,-31.071568
188,-2.3955805
189,-6.026573
190,-2.1806395
191,-12.581383
192,-14.899765
193,-43.629932
194,-8.83416
195,-71.0922
196,-23.761015
197,-62.696888
198,-4.807701
199,8.473507
200,-68.783
201,-37.269806
202,-55.644207
203,-8.654026
204,-3.6208117
205,-71.88117
206,-41.233776
207,-89.07286
208,-11.298393
209,-2.8616412
210,0.5715216
211,-6.061077
212,-41.20637
213,-3.5769408
214,1.7894973
215,-8.705395
216,-1.3974153
217,-57.93807
218,-1.2398263
219,-5.220997
220,-26.793507
221,-5.9147606
222,-13.399288
223,-67.33389
224,2.314079
225,-43.96691
226,-61.410805
227,-64.86278
228,-110.90168
229,0.2911604
230,-9.588173
231,-58.940243
232,-29.849659
233,-3.5350268
234,-34.328564
235,-29.5892
236,-62.8083
237,-21.683048
238,-11.177261
239,-49.782238
240,-55.11405
241,-8.938732
242,-11.791359
243,-14.490013
244,-5.89159
245,-58.138603
246,-37.94826
247,-5.363365
248,-45.65112
249,-114.225586
250,4.1848183
251,-27.651218
252,-0.03760545
253,-64.48037
254,-80.20507
255,-33.762333
256,-5.768284
257,-5.836754
258,-4.2034035
259,-41.9767
260,-11.345043
261,-28.466085
262,-5.533718
263,-49.51442
264,-51.19662
265,-26.771013
266,-120.48068
267,-14.907459
268,-2.8871691
269,-9.100616
270,5.903549
271,11.889858
272,-14.489307
273,-9.306591
274,12.235916
275,-74.42652
276,-10.893753
277,-99.71343
278,-71.21453
279,-118.73945
280,-39.742393
281,-12.940765
282,-9.898399
283,-38.872585
284,-4.8927174
285,-11.799732
286,-39.0443
287,-8.411362
288,-58.856674
289,-5.5848274
290,6.393978
291,-6.527216
292,-72.28397
293,-51.415276
294,-7.424774
295,-4.0489388
296,-29.041267
297,-3.6823618
298,-14.487007
299,-8.620897
300,7.415371
301,-38.641727
302,-60.244778
303,-37.421356
304,-1.3985482
305,-14.666225
306,-11.643539
307,-3.5350268
308,-6.260536
309,-6.6652718
310,-7.114601
311,-20.092594
312,-63.550316
313,-39.70931
314,-2.350363
315,-56.75316
316,-28.642673
317,-33.28212
318,-15.857407
319,-48.477642
320,-12.106396
321,-59.72001
322,-62.1283
323,-38.190563
324,-51.312855
325,-42.710804
326,-7.176178
327,-80.615
328,-0.48294467
329,0.19200881
330,-10.395451
331,-74.76307
332,-3.7201102
333,-47.931393
334,-55.92085
335,-67.3927
336,-13.572231
337,-49.17803
338,-48.990425
339,-4.3306465
340,-5.308855
341,-0.46619052
342,-106.59769
343,-62.19962
344,-5.8763924
345,-31.872972
346,-10.394289
347,-54.5355
348,-49.293037
349,-2.4507792
350,-3.723511
351,-14.690746
352,-56.13799
353,-11.6112175
354,-14.326111
355,-40.98844
356,2.3218439
357,-5.3945427
358,-64.12721
359,-50.218784
360,-54.680904
361,2.004997
362,-5.990612
363,-8.758368
364,-6.003723
365,-0.662842
366,-5.151371
367,-5.974552
368,-11.919289
369,-35.849247
370,-3.369259
371,-86.38354
372,-56.227657
373,-2.3466208
374,-48.714684
375,-5.4814396
376,-14.786034
377,-51.47632
378,-8.47821
379,-6.4477577
380,-63.52961
381,-18.836878
382,-63.73474
383,-55.091892
384,-46.011875
385,-96.36048
386,-1.2542611
387,-4.276554
388,-90.30482
389,-5.039013
390,-11.550381
391,-59.07398
392,10.336767
393,-51.232525
394,-72.075584
395,-12.601902
396,-5.849243
397,-39.096874
398,-44.545547
399,-3.9891093
400,-39.41543
401,-48.466152
402,4.653885
403,-51.81837
404,-2.2697146
405,-11.301537
406,-28.70328
407,-54.15729
408,-123.85604
409,-29.400213
410,-30.034649
411,-26.04426
412,-50.248833
413,-38.747963
414,-2.1457942
415,-30.293106
416,-52.800034
417,-26.860508
418,-5.868908
419,10.861492
420,-83.905754
421,-5.389614
422,-37.83752
423,-48.424316
424,-2.2741778
425,-43.95335
426,-3.1730502
427,-42.067665
428,-4.8183403
429,-92.15656
430,-2.0442832
431,-48.81704
432,-71.1851
433,-3.503874
434,2.731487
435,-76.47834
436,-19.756092
437,-7.761402
438,-32.518356
439,-90.16913
440,-53.03648
441,-53.270702
442,-49.09777
443,-66.7969
444,-58.275238
445,-5.611164
446,-4.5140915
447,-13.468681
448,-31.720715
449,-7.4269905
450,-29.274687
451,-48.268982
452,3.325359
453,-12.343376
454,-1.3933564
455,-12.02615
456,-6.3098297
457,3.3058603
458,-2.319792
459,-53.215065
460,-0.93529147
461,-91.75339
462,-38.756947
463,-4.610859
464,-61.708626
465,-4.2034035
466,-40.2246
467,-74.1729
468,-102.71042
469,-32.394825
470,-14.593218
471,-11.6874695
472,-2.4507792
473,-7.9933624
474,-66.78344
475,-3.081978
476,-72.47009
477,-13.686504
478,-2.084122
479,-64.636765
480,-54.735493
481,-21.6697
482,-29.194262
483,-2.4288104
484,-1.16597
485,-35.963562
486,-47.43086
487,-74.06455
488,-0.19653337
489,-5.5137024
490,-45.45573
491,-54.23897
492,-51.887493
493,-0.61001223
494,-58.940243
495,-3.2498095
496,-69.470825
497,-52.797466
498,-41.734844
499,-5.862793
500,-9.242786
501,-58.25627
502,-2.253937
503,-36.2848
504,-50.43675
505,-61.24767
506,-27.92062
507,1.4437674
508,-58.58435
509,1.0686797
510,2.757076
511,-31.498837
512,-4.0296593
513,-31.953377
514,-12.738827
515,-26.232656
516,-5.086155
517,8.942017
518,3.4586484
519,-3.2362864
520,-118.89418
521,3.8152616
522,3.5955408
523,-11.919289
524,-13.344221
525,-61.262737
526,-3.2434084
527,-45.001205
528,-50.79554
529,-43.808327
530,-7.02042
531,-4.08519
532,-19.86037
533,-33.6229
534,-9.4168415
535,-49.51442
536,-12.189739
537,-34.523605
538,-5.22328
539,3.367092
540,-4.2883644
541,-66.2203
542,-14.487736
543,-56.28322
544,-90.69024
545,-7.02042
546,-72.90754
547,-5.480892
548,-7.104439
549,-2.525368
550,7.084751
551,-15.622723
552,-3.9802268
553,-8.516281
554,-45.904438
555,-14.666561
556,-56.50846
557,-9.834297
558,-30.731096
559,-3.9454997
560,-64.25204
561,-7.907707
562,-16.31648
